step,visible,err_obs_gt,err_obs_pf,gt_d,pf_d,obs_d
22,1,0.0,0.15918293591736382,1.9607205108647008,1.9339812899571218,1.9607205390930176
23,1,0.0,0.15082428598355269,1.9614436912556423,1.9365748827496547,1.9614436626434326
24,1,0.0,0.14869186059915968,1.9623701606031247,1.9395186705454577,1.9623701572418213
25,1,0.0,0.1521201527311963,1.9634993413730701,1.9414089914593693,1.9634993076324463
26,1,0.0,0.15544114292449218,1.9648311584989282,1.943481963692522,1.9648312330245972
27,1,0.0,0.1594477517354123,1.9663649801714842,1.9445316421592471,1.9663649797439575
28,1,0.0,0.16205844268597602,1.9681000398959734,1.9442658893874851,1.9681000709533691
29,1,0.0,0.1630311204235331,1.9700368449902483,1.9438847055480306,1.9700368642807007
30,1,0.0,0.1616393536299408,1.972173637816113,1.9433731600730182,1.9721735715866089
31,1,0.0,0.15907619469846124,1.9745106638121366,1.9435314310891152,1.974510669708252
32,1,0.0,0.1567381583417133,1.977046348127462,1.9454561501923755,1.9770463705062866
33,1,0.0,0.1571204216462422,1.9797805806643682,1.9487426695491257,1.9797805547714233
34,1,0.0,0.1551617688026472,1.9827121687272609,1.9540508014498477,1.9827121496200562
35,1,0.0,0.15109341082794242,1.9858401148381943,1.9581823518141006,1.985840082168579
36,1,0.0,0.1476277835423373,1.9891642362731932,1.9616103152469204,1.9891642332077026
37,1,0.0,0.14564559005074257,1.9926828254998792,1.9632466896242964,1.9926828145980835
38,1,0.0,0.14093711878740614,1.9963947200952643,1.9662060453244008,1.9963947534561157
39,1,0.0,0.13699248807952405,2.000299372203559,1.9705590106681947,2.0002992153167725
40,1,0.0,0.1324316762984963,2.0043950218563293,1.9766338770154788,2.004395008087158
41,1,0.0,0.1292504275297385,2.0086805401673438,1.9836729694878297,2.008680582046509
42,1,0.0,0.12698349227295783,2.013155461976608,1.9885207231959359,2.013155460357666
43,1,0.0,0.12454943648411322,2.017817804790411,1.9924125414829628,2.017817735671997
44,1,0.0,0.1219148539950494,2.0226666201595136,1.9975317583993897,2.0226666927337646
45,1,0.0,0.11873348319735327,2.0277002228742207,2.0049177993234304,2.027700185775757
46,1,0.0,0.11537823927346591,2.032917240063373,2.011521143618788,2.0329172611236572
47,1,0.0,0.11155225054117328,2.0383165804309513,2.0171609030500144,2.0383167266845703
48,1,0.0,0.10606195473808536,2.0438969367098627,2.0199269997128098,2.0438969135284424
49,1,0.0,0.09838029572775656,2.04965591347605,2.02166688607296,2.0496559143066406
50,1,0.0,0.09275264306344695,2.0555920043754075,2.022924694908954,2.0555918216705322
51,1,0.0,0.0877267363125173,2.0617042852450664,2.0263289828295785,2.061704397201538
52,1,0.0,0.08288857690731957,2.0679907655878402,2.030698433597014,2.067990779876709
53,1,0.0,0.07755524284447712,2.074449671785516,2.0374658960629803,2.0744497776031494
54,1,0.0,0.07282192854638816,2.0810796475069187,2.0448279211776055,2.0810797214508057
55,1,0.0,0.06906018064737017,2.0878793668066806,2.0523282181458327,2.0878794193267822
56,1,0.0,0.0474428192634543,2.087884524308455,2.0602092105347807,2.0878844261169434
57,1,0.0,0.039910503235557775,2.107394797029562,2.070626602480804,2.1073949337005615
58,1,0.0,0.04495204442035752,2.1269150925792157,2.0822387423762705,2.126915216445923
59,1,0.0,0.056031949074042776,2.1464446541183597,2.0956712523301686,2.14644455909729
60,1,0.0,0.06721686507470223,2.165982984899546,2.110941905974428,2.165982961654663
61,1,0.0,0.07758798725053977,2.1855300295950753,2.1266156078618446,2.185530185699463
62,1,0.0,0.08680932161353633,2.2050854794949255,2.1423952745425807,2.205085515975952
63,1,0.0,0.09581290230935206,2.2246493353405525,2.157319330640834,2.224649429321289
64,1,0.0,0.10679023265719124,2.2442209941716778,2.1708163554205258,2.2442209720611572
65,1,0.0,0.11821507080081148,2.26380049242792,2.182536158810308,2.2638003826141357
66,1,0.0,0.13065194993758827,2.283387530538212,2.190875721979813,2.2833874225616455
67,1,0.0,0.1437018183685198,2.30298218300487,2.198509277779102,2.3029823303222656
68,1,0.0,0.15653803201199878,2.322583888937631,2.2093731494001734,2.3225839138031006
69,1,0.0,0.1673072447698476,2.3421921822498644,2.2241460806506,2.3421921730041504
70,1,0.0,0.17739363118609058,2.3618077717182806,2.238008205421324,2.3618078231811523
71,1,0.0,0.18746239754362118,2.38143007680497,2.251504959056507,2.381430149078369
72,1,0.0,0.19716539074997028,2.4010587869177686,2.2650928862724666,2.4010586738586426
73,1,0.0,0.20664199734919667,2.4206939182250715,2.27910096515972,2.420693874359131
74,1,0.0,0.21357014604199548,2.4403351135968956,2.2964926230696197,2.4403350353240967
75,1,0.0,0.21855158152051934,2.4599828132775543,2.3174417990702536,2.4599828720092773
76,1,0.0,0.22396751638669216,2.4796350987250695,2.3378074477373296,2.479635238647461
77,1,0.0,0.2301497803775285,2.4992945835035982,2.3575099872693377,2.4992945194244385
78,1,0.0,0.23718089960331337,2.5189591780628247,2.3763063273774496,2.5189590454101562
79,1,0.0,0.24417851522215,2.5386294896953783,2.3938750210285042,2.5386295318603516
80,1,0.0,0.2475416829578411,2.5583049488902363,2.4125524350670555,2.558305025100708
81,1,0.0,0.25132649261089657,2.577984716501143,2.431237546882608,2.5779848098754883
82,1,0.0,0.25241131066795724,2.597670486586338,2.449364001616909,2.597670555114746
83,1,0.0,0.2514985579503541,2.6173618211044163,2.466900955247682,2.6173617839813232
84,1,0.0,0.2506866939619778,2.6370575894959765,2.487586139530462,2.6370575428009033
85,1,0.0,0.24899789153242746,2.6567580402924,2.509248520094517,2.6567580699920654
86,1,0.0,0.2524853122772673,2.6764635784513873,2.529487448059352,2.6764636039733887
87,1,0.0,0.2527834834958492,2.696173532729718,2.556589355164466,2.696173667907715
88,1,0.0,0.2497172825697879,2.7158880120131337,2.5875583472803507,2.715888023376465
89,1,0.0,0.2521125858546386,2.735606614816093,2.610518452425342,2.7356066703796387
90,1,0.0,0.2547073821858662,2.755329664199327,2.6305527359430227,2.7553296089172363
91,1,0.0,0.25195673437637656,2.7750570110300403,2.653181256542248,2.775057077407837
92,1,0.0,0.25053124060476273,2.7947885092672644,2.6758425097060137,2.794788360595703
93,1,0.0,0.25120750300864236,2.8145243552281496,2.699699455899365,2.8145244121551514
94,1,0.0,0.2525088027294675,2.8342641243305633,2.727286451678431,2.8342642784118652
95,1,0.0,0.2549564803254129,2.854007960441607,2.7547884533786715,2.8540079593658447
96,1,0.0,0.2578076558708374,2.8737552500193067,2.775589502313918,2.8737552165985107
97,1,0.0,0.26174012596893226,2.8935064335897116,2.7931430317955406,2.8935062885284424
98,1,0.0,0.26482517918316795,2.9132609729518455,2.814576595846133,2.9132609367370605
99,1,0.0,0.25583607490903887,2.913266712788407,2.83349309673183,2.913266897201538
100,1,0.0,0.2565102192788232,2.9332485881704398,2.849209107113186,2.93324875831604
101,1,0.0,0.2553321121958838,2.9532310199199716,2.863466880036584,2.953230857849121
102,1,0.0,0.253016168367834,2.9732143084376617,2.878614788050775,2.9732143878936768
103,1,0.0,0.25030046486820373,2.99319819128534,2.895350998427663,2.9931981563568115
104,1,0.0,0.24827078923666449,3.01318218240078,2.9124721303712207,3.0131821632385254
105,1,0.0,0.2493527026845313,3.033166583130533,2.9295964213075862,3.0331666469573975
106,1,0.0,0.2505463436580314,3.0531512740608653,2.9480163914581943,3.0531511306762695
107,1,0.0,0.2496972788984717,3.0731360484776666,2.9688657980839053,3.0731360912323
108,1,0.0,0.24962602763218708,3.093121697780671,2.993172064633588,3.0931217670440674
109,1,0.0,0.2482674753376472,3.1131078364561136,3.017604729048524,3.113107919692993
110,1,0.0,0.24653235153922,3.133094035121456,3.0360599530927397,3.133094072341919
111,1,0.0,0.24268342291296158,3.1530803862823173,3.054317811963873,3.1530802249908447
112,1,0.0,0.23678526840950773,3.1730674714355502,3.07289039027907,3.173067569732666
113,1,0.0,0.23163973132268528,3.193054328518536,3.0920944165998936,3.19305419921875
114,1,0.0,0.22936194254764047,3.213041317401205,3.111877092520777,3.213041305541992
115,1,0.0,0.22788775149419105,3.233028753490733,3.1304254542741208,3.2330286502838135
116,1,0.0,0.22576907496669016,3.25301754057948,3.149483318248635,3.2530174255371094
117,1,0.0,0.22069485224871874,3.2730057060193034,3.16907056385633,3.273005723953247
118,1,0.0,0.21333642891587906,3.2929938867620137,3.188418716632226,3.2929940223693848
119,1,0.0,0.20637980983217766,3.312983269363088,3.2091272716955315,3.312983274459839
120,1,0.0,0.20027654790760266,3.3329733996249193,3.230778059043221,3.3329732418060303
121,1,0.0,0.19450685541048732,3.352963995473857,3.2534839318724607,3.352963924407959
122,1,0.0,0.1904894979415303,3.3729533602291113,3.2741408225660558,3.372953176498413
123,1,0.0,0.18804844797390474,3.3929431789593227,3.2928100152971176,3.3929431438446045
124,1,0.0,0.17499223280893936,3.3929491536922556,3.3096020065135523,3.392949104309082
125,1,0.0,0.1680985900599434,3.3775287779063126,3.323706055634087,3.377528667449951
126,1,0.0,0.164529799157671,3.362157374445549,3.3335987985133047,3.3621573448181152
127,1,0.0,0.16329735110344018,3.346834858446159,3.3387575109605137,3.346834897994995
128,1,0.0,0.1604284594933084,3.331560151510832,3.3373610769056725,3.3315601348876953
129,1,0.0,0.16168653072349384,3.316337290464569,3.340439532381151,3.3163373470306396
130,1,0.0,0.16727969239201687,3.301163607897648,3.347475063646,3.301163673400879
131,1,0.0,0.1746361651451285,3.2860426938158613,3.3492623783678948,3.2860426902770996
132,1,0.0,0.18253508326947418,3.2709737188338006,3.3444851315633066,3.2709736824035645
133,1,0.0,0.19220904189779067,3.2559586736867794,3.340969548104878,3.2559585571289062
134,1,0.0,0.2015426480944782,3.2409952019937154,3.3371773961636104,3.240995168685913
135,1,0.0,0.20766372050226395,3.2260872729612804,3.331373954809796,3.2260873317718506
136,1,0.0,0.2156921218132056,3.2112357872778583,3.3284286890219117,3.211235761642456
137,1,0.0,0.22603756473138173,3.196438247449957,3.327454949076257,3.1964383125305176
138,1,0.0,0.23808284576261243,3.181699416010926,3.3275829432272523,3.181699514389038
139,1,0.0,0.24800955926431031,3.1670159311090704,3.3232415513008786,3.167015790939331
140,1,0.0,0.2524115708202055,3.152391980968072,3.312215477898446,3.1523919105529785
141,1,0.0,0.25988443080047247,3.1378273709143745,3.3041641819749588,3.1378273963928223
142,1,0.0,0.2630904477313417,3.123323287459906,3.294551128833157,3.123323440551758
143,1,0.0,0.2581256796852756,3.108879580204268,3.277178028852653,3.108879566192627
144,1,0.0,0.25907454601446855,3.0944962697042886,3.2657166922692715,3.094496250152588
145,1,0.0,0.2671804282565087,3.0801762880551564,3.2631101181858333,3.08017635345459
146,1,0.0,0.27084758940933495,3.0659201643409415,3.2585820953617315,3.065920352935791
147,1,0.0,0.26242064825795364,3.0517292719163955,3.243348313319889,3.051729202270508
148,1,0.0,0.27336738340674505,3.037601190026826,3.2416326947140788,3.0376012325286865
149,1,0.0,0.2829330391150061,3.02354050519102,3.2386797812817574,3.023540496826172
150,1,0.0,0.2897940569438862,3.009546645026439,3.2319561372994308,3.0095467567443848
151,1,0.0,0.29472306067106036,2.9956210734712467,3.2205028446776423,2.9956209659576416
152,1,0.0,0.2934180447714788,2.9817647066505657,3.2051813120799415,2.981764793395996
153,1,0.0,0.2990298099592161,2.9679780256901114,3.1990128416443033,2.967978000640869
154,1,0.0,0.3107893327607893,2.954261605846938,3.197394309040827,2.9542617797851562
155,1,0.0,0.32010632446240006,2.940617701205006,3.1933452225214625,2.940617799758911
156,1,0.0,0.32611989421531207,2.927046093283454,3.1837790899900065,2.927046060562134
157,1,0.0,0.331653026931045,2.913549187879535,3.170950251636973,2.9135491847991943
158,1,0.0,0.341429681269703,2.900126853823187,3.165166325748483,2.9001269340515137
159,1,0.0,0.3511268307465167,2.8867807014276656,3.158234402829255,2.8867807388305664
160,1,0.0,0.35741068155459604,2.873511804814508,3.1490722853411115,2.873511791229248
161,1,0.0,0.36417844470896277,2.860320031054304,3.1399509799361778,2.8603200912475586
162,1,0.0,0.37029474737931156,2.8472077115066896,3.1309949801084507,2.84720778465271
163,1,0.0,0.37551303501801453,2.8341756208958375,3.122725440495259,2.8341755867004395
164,1,0.0,0.3817368043303889,2.821225078559763,3.114525093352111,2.821225166320801
165,1,0.0,0.38544849650510965,2.8083568600114686,3.105194207201534,2.808357000350952
166,1,0.0,0.39043325030366416,2.795572193618728,3.0986430536544742,2.79557204246521
167,1,0.0,0.39600577398577747,2.7828725106182097,3.0927096506294354,2.782872438430786
168,1,0.0,0.40450834631927673,2.770259122676237,3.088207588507091,2.770259141921997
169,1,0.0,0.41018637236666855,2.757732374435467,3.0796974606058676,2.757732391357422
170,1,0.0,0.41487375173196583,2.745294326281675,3.070623032724628,2.7452943325042725
171,1,0.0,0.4203741860578318,2.7329459096000885,3.0644585569641705,2.7329459190368652
172,1,0.0,0.4290121740138103,2.7206881465429538,3.0627414353515556,2.7206881046295166
173,1,0.0,0.43153295342876874,2.708522343359297,3.0524920398447786,2.708522319793701
174,1,0.0,0.43420773883375,2.6964499004728855,3.0425247734975063,2.6964499950408936
175,1,0.0,0.4397321399127841,2.6844718596823367,3.0353778987740028,2.684471845626831
176,1,0.0,0.44109601083963007,2.6725897232179383,3.0245628329059024,2.6725897789001465
177,1,0.0,0.44416716825462016,2.6608045954146946,3.0136238219430562,2.660804510116577
178,1,0.0,0.44597806780374244,2.6491179349153136,3.0031909265064454,2.649117946624756
179,1,0.0,0.4453373027876755,2.637530571942048,2.995204255988822,2.637530565261841
180,1,0.0,0.44115766958907693,2.6260448209680622,2.9852906598325095,2.626044750213623
181,1,0.0,0.44662802205530094,2.6146605387129873,2.980528296377812,2.6146605014801025
182,1,0.0,0.45244305412776065,2.6033800491830514,2.9751086608064905,2.6033802032470703
183,1,0.0,0.45754218499485283,2.592204219718537,2.9691929756087916,2.5922040939331055
184,1,0.0,0.4618280391202431,2.581135117071863,2.9626647000637156,2.5811350345611572
185,1,0.0,0.46212992037454664,2.5701736529398165,2.948401280279957,2.570173740386963
186,1,0.0,0.4577906277272083,2.559321911470034,2.937574950455538,2.559321880340576
187,1,0.0,0.4574498542419729,2.5485803814294252,2.9279639955400247,2.5485804080963135
188,1,0.0,0.4579578702433915,2.537950664843214,2.9191985373861336,2.5379507541656494
189,1,0.0,0.46539280997892196,2.5274339250558966,2.916651802604844,2.5274338722229004
190,1,0.0,0.4697483063814102,2.517032313064211,2.9082136565371473,2.5170323848724365
191,1,0.0,0.4767671920666955,2.5067465609857584,2.9033569516852675,2.506746530532837
192,1,0.0,0.48338444166283334,2.496578334058342,2.900077056264375,2.4965784549713135
193,1,0.0,0.4862890789376473,2.486529058687278,2.8945966114501633,2.4865291118621826
194,1,0.0,0.4876111333755694,2.4766006582423623,2.885676210055035,2.4766006469726562
195,1,0.0,0.49339640635548015,2.466794124655714,2.8800855125508367,2.46679425239563
196,1,0.0,0.4978644762528587,2.457111147998726,2.875310188020555,2.457111120223999
197,1,0.0,0.5004499499210284,2.4475517703147385,2.869744124838285,2.447551727294922
198,1,0.0,0.501795551481446,2.438118890466877,2.8620011220526993,2.4381189346313477
199,1,0.0,0.5021242189871516,2.428814198919308,2.849806944363632,2.428814172744751
200,1,0.0,0.50024454749218,2.4196387094361804,2.833775985886537,2.4196386337280273
201,1,0.0,0.49921284596818627,2.410594376014153,2.8191106962785817,2.4105944633483887
202,1,0.0,0.5046568650019811,2.401681955511934,2.814121580008305,2.401681900024414
203,1,0.0,0.5047093803537445,2.392903643189083,2.8071179900013266,2.3929035663604736
204,1,0.0,0.5069415820427223,2.3842601968686816,2.80317230996221,2.3842601776123047
205,1,0.0,0.5105468475587626,2.3757528554934146,2.8009275446849693,2.3757529258728027
206,1,0.0,0.5126755725121108,2.367383806066997,2.7962085662377745,2.3673837184906006
207,1,0.0,0.5145599291789449,2.3591545178475455,2.7905403410355687,2.359154462814331
208,1,0.0,0.5115730436869329,2.3510657413952765,2.7820734979471933,2.3510656356811523
209,1,0.0,0.5102037908944558,2.3431198887559592,2.7742505763757985,2.3431198596954346
210,1,0.0,0.5131687964607242,2.3353177000036958,2.7694068560178655,2.335317611694336
211,1,0.0,0.5135526970439802,2.3276606224914684,2.7616395489469756,2.32766056060791
212,1,0.0,0.5099952046338968,2.320150334589313,2.748933805996711,2.320150375366211
213,1,0.0,0.5100455086073038,2.312788262374977,2.741487028305604,2.312788248062134
214,1,0.0,0.5117891294738776,2.3055763067774295,2.7372620468165785,2.3055763244628906
215,1,0.0,0.5140493379251689,2.298515156257049,2.7349345793747695,2.2985150814056396
216,1,0.0,0.5139068865095493,2.291605973412237,2.7314380472707445,2.2916059494018555
217,1,0.0,0.5161997733195219,2.284850851817719,2.7282305983725657,2.284850835800171
218,1,0.0,0.518417529511985,2.278251164752112,2.7208703716516123,2.2782511711120605
219,1,0.0,0.5199333689248465,2.271808023788818,2.7107620278061617,2.27180814743042
220,1,0.0,0.5225626977247961,2.2655225114079953,2.704686288409284,2.2655227184295654
221,1,0.0,0.5248322012489317,2.259395966840164,2.700157742773122,2.2593960762023926
222,1,0.0,0.5278628832029251,2.2534301515893254,2.6955357205056667,2.253430128097534
223,1,0.0,0.5286890207237152,2.247625385853014,2.6882196906641624,2.2476253509521484
224,1,0.0,0.5257476145592473,2.2419836512924216,2.6723809241412217,2.241983652114868
225,1,0.0,0.526265126165356,2.236506647088526,2.6620929295961995,2.236506700515747
226,1,0.0,0.5253966431156177,2.231194888194755,2.654157681571278,2.2311949729919434
227,1,0.0,0.5215250468155336,2.2260500160385974,2.6431322088905302,2.2260501384735107
228,1,0.0,0.5203448329221333,2.2210722491501613,2.629966097068265,2.221072196960449
229,1,0.0,0.5183015680678109,2.216263877104518,2.6128944718126847,2.216264009475708
230,1,0.0,0.517742622211037,2.211625067181988,2.6026504168805595,2.211625099182129
231,1,0.0,0.5198870173704048,2.207157589669646,2.5989263770004603,2.207157611846924
232,1,0.0,0.5142392225394652,2.2028613226582947,2.589193045884376,2.2028613090515137
233,1,0.0,0.5097875567805867,2.1987382489789913,2.579829025751021,2.1987383365631104
234,1,0.0,0.5070764651042151,2.1947895132742863,2.575626148929739,2.1947896480560303
235,1,0.0,0.5054848084574859,2.191015824290528,2.57248537662962,2.1910159587860107
236,1,0.0,0.5034049512573334,2.187416955726964,2.5675595348857785,2.1874170303344727
237,1,0.0,0.5023491501767272,2.183995147293265,2.5616762597569185,2.183995008468628
238,1,0.0,0.5028942479026608,2.1807510456923653,2.558500787469732,2.180751085281372
239,1,0.0,0.4961771159509283,2.1776849479581832,2.5496451658606185,2.177685022354126
240,1,0.0,0.487925348865768,2.1747977629047566,2.538461628404696,2.174797773361206
241,1,0.0,0.4833416961629788,2.172090261111803,2.5303066595904684,2.1720902919769287
242,1,0.0,0.4724341773496419,2.1695633765361566,2.5196179514078207,2.1695632934570312
243,1,0.0,0.46378916394760533,2.167217106405591,2.5114900162990286,2.167217254638672
244,1,0.0,0.45552362254996615,2.1650523119100837,2.497656912103563,2.1650521755218506
245,1,0.0,0.44465063104591523,2.1630700727541097,2.476461990511783,2.1630699634552
246,1,0.0,0.43533933030040434,2.1612702601392093,2.465500435900335,2.1612703800201416
247,1,0.0,0.4237175234345343,2.1596530708298984,2.4605191138009563,2.1596531867980957
248,1,0.0,0.4207542984337156,2.158218987299677,2.4568818251080677,2.1582190990448
249,1,0.0,0.41605317035799455,2.1569688309667217,2.4504521917405535,2.156968832015991
250,1,0.0,0.41280549311354947,2.155902397032553,2.444823124750149,2.15590238571167
251,1,0.0,0.4071634686778156,2.155019676096172,2.4375307106990665,2.155019760131836
252,1,0.0,0.3936442213344568,2.1543220062486625,2.42407678500072,2.1543221473693848
253,1,0.0,0.3752054824449315,2.1538080752638793,2.406756257477782,2.153808116912842
254,1,0.0,0.3662149123799065,2.1534785056429615,2.3980091140704465,2.1534786224365234
255,1,0.0,0.3546379865488539,2.153333710052401,2.389118843764589,2.1533336639404297
256,1,0.0,0.32824621970823753,2.1533385384711883,2.37809121714194,2.1533384323120117
257,1,0.0,0.2853319261333204,2.17307117883385,2.3643370965295203,2.1730711460113525
258,1,0.0,0.24897031034846914,2.192810033693272,2.3587079366003243,2.192809820175171
259,1,0.0,0.21408269106014657,2.21255347500253,2.3555769288177113,2.2125535011291504
260,1,0.0,0.18022601188601217,2.232302666558867,2.3546102604511265,2.232302665710449
261,1,0.0,0.14768694528115914,2.252056450000536,2.354986768100541,2.252056360244751
262,1,0.0,0.11560062696215379,2.271814100707498,2.3546802728784173,2.2718141078948975
263,1,0.0,0.08658383683193266,2.29157651732702,2.3562040126791377,2.291576385498047
264,1,0.0,0.05993308391486945,2.3113436920318016,2.3582431323080786,2.3113436698913574
265,1,0.0,0.03680085836999203,2.3311149433100438,2.3626755491042246,2.3311150074005127
266,1,0.0,0.016030248973698414,2.3508906271490058,2.366682560918869,2.350890636444092
267,1,0.0,0.011323666371907471,2.3706705274165496,2.372621562402582,2.3706705570220947
268,1,0.0,0.02594889337794194,2.3904537722943884,2.380429658184263,2.390453815460205
269,1,0.0,0.039264528506744306,2.4102406607962883,2.390668483929003,2.410240650177002
270,1,0.0,0.052160060680618014,2.4300315187814165,2.4020345761226416,2.4300315380096436
271,1,0.0,0.06250211432841578,2.449825901639857,2.4147980984449657,2.4498260021209717
272,1,0.0,0.07141205020431743,2.4696237430136074,2.4269997331257924,2.4696238040924072
273,1,0.0,0.07982801736374086,2.489425046803261,2.4404276910345315,2.48942494392395
274,1,0.0,0.08824841568933264,2.509229840477954,2.4553244634897298,2.509229898452759
275,1,0.0,0.09626745933482876,2.5290381994413877,2.469280936914438,2.529038190841675
276,1,0.0,0.10286706834091845,2.548850046360046,2.484600914877957,2.5488500595092773
277,1,0.0,0.10690234102219284,2.56866512785252,2.5027968860881966,2.568665027618408
278,1,0.0,0.10717483253777033,2.5884826393317817,2.523953328018057,2.588482618331909
279,1,0.0,0.10757538132268081,2.608303863874286,2.5465310481938,2.6083037853240967
280,1,0.0,0.109265797342831,2.628127335532507,2.567150391681553,2.628127336502075
281,1,0.0,0.1106535036688835,2.6479543428903494,2.586867269698629,2.647954225540161
282,1,0.0,0.11304457776395446,2.667784463545973,2.6032735649127967,2.6677844524383545
283,1,0.0,0.11496183995045195,2.6876161628846695,2.6211264204661444,2.6876161098480225
284,1,0.0,0.11612474103595272,2.7074504779874076,2.639767716919928,2.7074503898620605
285,1,0.0,0.11755359264811002,2.7272880089735088,2.6586476623806945,2.727288007736206
286,1,0.0,0.11910168689212543,2.747128082600121,2.677396392910009,2.7471280097961426
287,1,0.0,0.12074598391077976,2.7669706859764505,2.69621064649844,2.766970634460449
288,1,0.0,0.12234796417747935,2.786816114859379,2.7129717232539305,2.786816120147705
289,1,0.0,0.12349568280372202,2.8066639453813518,2.7295180446278993,2.806663990020752
290,1,0.0,0.12530965249699558,2.826514168747858,2.746717594913471,2.82651424407959
291,1,0.0,0.12789778929681678,2.84636709748364,2.764621435474043,2.846367120742798
292,1,0.0,0.1298124330017061,2.86622050117827,2.7836193169129446,2.866220474243164
293,1,0.0,0.13153384016652406,2.8860774279811046,2.8033367333912853,2.886077404022217
294,1,0.0,0.13545342621623216,2.9059367170745825,2.821352099810627,2.9059367179870605
295,1,0.0,0.1386535717050271,2.9257975140397456,2.8380058525227185,2.925797462463379
296,1,0.0,0.13986012744929868,2.9456608922439447,2.8556428784792898,2.9456608295440674
297,1,0.0,0.14014840625593109,2.9655262798047564,2.874159200676792,2.9655263423919678
298,1,0.0,0.13756614795629357,2.9853939010168804,2.8946290749186008,2.98539400100708
299,1,0.0,0.13479591127952675,3.005263086343737,2.9152049278531647,3.005263090133667
300,1,0.0,0.13278284016532288,3.025135138906819,2.9380634944026904,3.025135040283203
301,1,0.0,0.1331665763685221,3.0450081486421943,2.958502834498275,3.0450081825256348
302,1,0.0,0.13551410855004126,3.064882100133333,2.9776112365596097,3.0648820400238037
303,1,0.0,0.13818777361968868,3.0847591130901533,2.9945090214121173,3.084758996963501
304,1,0.0,0.13828311505050006,3.1046379102416535,3.012380246648685,3.104637861251831
305,1,0.0,0.13774312728230034,3.124518946411529,3.030301590709476,3.124518871307373
306,1,0.0,0.1334387416933228,3.144401291951949,3.050609480176753,3.1444013118743896
307,1,0.0,0.12865811001246438,3.164285505393968,3.0707371043816574,3.16428542137146
308,1,0.0,0.12481826643359067,3.184170963768909,3.089986620332866,3.184170961380005
309,1,0.0,0.12294751848461782,3.2040581874881378,3.1084093119616143,3.2040581703186035
310,1,0.0,0.11972584219959383,3.2239480621749745,3.128314432355335,3.2239480018615723
311,1,0.0,0.11525296075869505,3.243837439540583,3.149946291563801,3.243837356567383
312,1,0.0,0.11151113429862924,3.2637292646625506,3.1720226793562287,3.2637293338775635
313,1,0.0,0.10744508073561998,3.2836233325054813,3.1950972800811734,3.283623456954956
314,1,0.0,0.10329689453888236,3.303518020740201,3.2183058361235073,3.303518056869507
315,1,0.0,0.09750798308832392,3.3234135665323543,3.2428019864785487,3.323413610458374
316,1,0.0,0.0904495463108315,3.343311106395506,3.268157918461333,3.343311071395874
317,1,0.0,0.08422988234100963,3.3632106802847055,3.2934056929105067,3.363210678100586
318,1,0.0,0.07747882412303392,3.3831105587415107,3.3195494276059794,3.383110523223877
319,1,0.0,0.07189509083087056,3.4030124217017517,3.3445463209368,3.40301251411438
320,1,0.0,0.0673782821505889,3.422917145859739,3.3682969057128735,3.422917127609253
321,1,0.0,0.06377160734510857,3.4428208974877075,3.3918136873419065,3.4428207874298096
322,1,0.0,0.06031653285756188,3.4627272397150812,3.414484394986911,3.4627273082733154
323,1,0.0,0.056746026842656734,3.4826333048791183,3.437610226581395,3.482633352279663
324,1,0.0,0.054096944099014374,3.502541889284102,3.459278902290626,3.5025417804718018
325,1,0.0,0.05212732480291035,3.5224506028245584,3.4805497445549882,3.5224504470825195
